1	715690137900941312
2	715690143449899009
3	715690140849586178
4	715690141306650624
5	715690146062950400
6	715690144515272704
7	715690148764258304
8	715690138957799425
9	715636796625985538
10	715690151595417604
11	715690153545637888
12	715690155760160768
13	715680097320067073
14	715690162362167296
15	715690160260689920
16	715687262198054914
17	715690174626144256
18	715690168280154112
19	715690168229822464
20	715690177973366784
21	715690185824964608
22	715690187888529408
23	715652458765291520
24	715690187674804224
25	715674227358044160
26	715690146759311360
27	715690198277836800
28	715690199825690624
29	715690200169484288
30	715690202115678208
31	715565637343399936
32	715690187469271044
33	715690206461042690
34	715690207857737728
35	715690211569745921
36	715690193261494272
37	715690217978462211
38	715690208449191937
39	715637044756635648
40	715690222529306624
41	715690224341221378
42	715690224819576832
43	715689007091478528
44	715690229340835840
45	715690229026258944
46	715690229579915264
47	715672305024667648
48	715677034291159040
49	715690238689955841
50	715690240111943680
51	715690241533865985
52	715690244595552256
53	715644888767791105
54	715690254791999489
55	715690213318594561
56	715690213318594561
57	715690160847892481
58	715690256566206464
59	715690257182760961
60	715687880530731008
61	715690266607427585
62	715690266938712065
63	715690269828648960
64	715690271061647366
65	715690272080797698
66	715690273171513344
67	715685100353138689
68	715690275192999936
69	715690275377713152
70	715525991725182976
71	715690276115775488
72	715690286450487296
73	715653949756452864
74	715690227180945409
75	715690292498669568
76	715690293450960896
77	715673318595145729
78	715690294898003969
79	715647166874656768
80	715681037817229312
81	715690296504414208
82	715690300635787264
83	715690309729001476
84	715690325130493952
85	715690303668101121
86	715639083804942336
87	715600067814637570
88	715690299083730944
89	715690330859966465
90	715690331463880705
91	715690329983168513
92	715690337537101824
93	715619428105338880
94	715690328838119425
95	715650544858185728
96	715639091241611266
97	715690354381447168
98	715675789325385729
99	715690356755435520
100	715635717347487744
101	715690365789929472
102	715522463581532160
103	715654464552759296
104	715690369061552128
105	715690371578077184
106	715690377051709440
107	715560739050663941
108	715484229505658882
109	715690385872330752
110	715690393430429696
111	715690394701275136
112	715690393015230465
113	715523468343771137
114	715690396869767168
115	715690399738671105
116	715690404616667136
117	715690405413556224
118	715686609912532996
119	715690412845838336
120	715635408948895744
121	715246980537192448
122	715690405975576576
123	715690419720495105
124	715690420441903105
125	715690422081703936
126	715687510198849537
127	715682482721538048
128	715690424057393156
129	715690435205672960
130	715690438863282176
131	715690455606943745
132	715606872133353473
133	715690171648319488
134	715690456223318018
135	715690457095778304
136	715690463471210498
137	715690463072624640
138	715690454939992064
139	715690050806099973
140	715373196078424064
141	715690477035474948
142	715690468269363200
143	715690256608038912
144	715690477392035842
145	715690481351593984
146	715690482664214529
147	715690485625581569
148	715675074087428096
149	715690490889314304
150	715690490310434816
151	715690499894484992
152	715690493590573056
153	715690500322267136
154	715690500796391424
155	715690502385848324
156	715671667624833024
157	715690503337955328
158	715690393858232320
159	715690503346462720
160	715690503354736640
161	715690505468846080
162	715690518840221696
163	715690520492642304
164	715690518152216576
165	715654186977927168
166	715690156171264000
167	715660230634442752
168	715690533729935363
169	715690534921109504
170	715690524049416192
171	715690537064341504
172	715622795741241344
173	715690540998721537
174	715690546526883841
175	715690550821724162
176	715690542554816517
177	715690550884569088
178	715690556156825601
179	715673411230380032
180	715536262770384897
181	715586295226089472
182	715690559461961728
183	715690574968303616
184	715029047634296832
185	715690580991483904
186	715686609912532996
187	715686904486711299
188	715690588071272448
189	715664189847691264
190	715652426364166144
191	715690595415502849
192	715690563157286912
193	715690597558784000
194	715690603686838276
195	715690216774901761
196	715690611123171328
197	715690606891245576
198	715690421289091072
199	715630111639228416
200	715690595050610688
201	715690616143872000
202	715688638575587328
203	714718748452773888
204	715690633327816705
205	715690632853860352
206	715690634078588928
207	715690637723627520
208	715690643515777025
209	715670170493038592
210	715689887391997954
211	715665410641756160
212	715690653246566400
213	715690658040832000
214	715690664868974592
215	715669711178956800
216	715690662360780801
217	715690668874575873
218	715690680736096256
219	715670707439415296
220	715669264657547264
221	715690684288598016
222	715690694879215616
223	715640957702639616
224	715590212248842240
225	715690310169272321
226	715690680576770050
227	715690258541641728
228	715690728551227393
229	715678448774029312
230	715690196415676416
231	715690346248871936
232	715690565535399936
233	715690734087569408
234	715595116883288064
235	715690565535399936
236	715690565535399936
237	715690749392773120
238	715581617243197440
239	715690750160334848
240	715690756606795776
241	715689409862090753
242	715690780980064256
243	715690786118057984
244	715581807358570497
245	715690764890550276
246	715690793797685248
247	715690787279736832
248	715690762860498944
249	715527819967770624
250	715690801955749888
251	715690762860498944
252	715686458032427008
253	715233366941896704
254	715690764710363136
255	714966003906641920
256	715690819143880706
257	715690822960676864
258	715690823011020800
259	715670707439415296
260	715690823212380160
261	715690831152152576
262	715690841281433600
263	715690841604382720
264	714954974111928321
265	715690836781096960
266	715690847816146944
267	715609746292793344
268	715690754174099456
269	715690595830902789
270	715690835715592192
271	715652461432705024
272	715604590507372544
273	715652936030941186
274	715690874861019136
275	715690872692543488
276	715679307272753152
277	715690870515826688
278	715690879588106240
279	715690892787449856
280	715681515636727808
281	715690900068786176
282	715690905643028480
283	715690904388939776
284	715685180564869124
285	713846328728616960
286	715690875909705729
287	715690917475311616
288	697719176362795008
289	715690900559532034
290	715675377939705856
291	715258181677621248
292	715690920767651840
293	715690201431998464
294	715690937515520000
295	715690925695979520
296	715240283118702592
297	715690930531995648
298	715152929225748480
299	715690945543593984
300	715686372422656000
301	715579740124495873
302	666828929596964864
303	715690955072929792
304	715503745627500545
305	715690956641599488
306	715690955135971332
307	715690958164254722
308	715175436611813376
309	715265338561142784
310	715690354503237632
311	715690303290609664
312	715690968876392448
313	715690971636207616
314	715690977336266752
315	715657206629142530
316	715690991831937024
317	715690998655877120
318	715690999239073796
319	715656451839172608
320	715691005459050496
321	715691005509558272
322	715690990812667906
323	715678619620741121
324	715691011641479168
325	715689981973389312
326	715691011918454784
327	715691017496715265
328	715691008688656385
329	715690053536616449
330	715691018406862848
331	715688504836030464
332	715691028443869185
333	715691026527162370
334	715691030805282817
335	715691040653451264
336	715690987960414208
337	715527189127532544
338	715691046462619648
339	715691052024246272
340	715691053458718720
341	715691053580300289
342	715691054721212417
343	715691055623090176
344	715655347264851968
345	715688644753891328
346	715691055849431040
347	715691056277291009
348	715691061851529216
349	715691073717178368
350	715684297403813888
351	715679172732063744
352	715570835587743744
353	715691099516342272
354	715484229505658882
355	715630980665466880
356	715691099566829568
357	715691109003857920
358	715686620746354688
359	715691125638467585
360	715301852284198912
361	715691118273306624
362	715691131879620608
363	715691133003702274
364	715691134425518080
365	714953046938136577
366	715683233468252160
367	715691147490820097
368	715685051497734146
369	715691063646625792
370	715691161898192896
371	715691166004477952
372	715691170253287424
373	715691166767812608
374	715691167204130816
375	715691170865635328
376	715691172769832960
377	715691177077514240
378	715691182257364992
379	715691177974956032
380	715691194957893632
381	715691196660625409
382	715682444335300612
383	715554100872486912
384	715663604649824256
385	715691054696161280
386	715691054696161280
387	715691220530372608
388	715691054696161280
389	715672842206060544
390	715278848913334272
391	715686575015759872
392	715691228495372288
393	715691233709060096
394	715678023479992321
395	715691244945428480
396	715691239824297985
397	715691248191811584
398	715603308807741440
399	715691261991059456
400	715691250599374848
401	715690151184175104
402	715691268689371136
403	715634646617235456
404	715691272246169600
405	715689513977131009
406	715677197789302784
407	715691268697927682
408	715691272896323586
409	715691298909368321
410	715691308216487936
411	715691298116624384
412	715660490203013120
413	715691313790713856
414	715691310095536128
415	715605691139026945
416	715691323840413696
417	715691292223737856
418	715691327174782977
419	715691328852525056
420	715691334053470209
421	715691349555691521
422	715182238627926020
423	715691351375892480
424	715691352634167297
425	715691356673298432
426	715660448624943106
427	715182238627926020
428	715689527306752000
429	715646130286145536
430	715691361790349312
431	715691376411746305
432	715621197422206976
433	715691167174770688
434	715666089909334016
435	715691385039368193
436	715690594526490624
437	715691400780587008
438	715691400227078144
439	711827512297271296
440	715691409450213376
441	715690964111663105
442	715691416920453120
443	715691422813265922
444	715691431818448896
445	715691436025360384
446	715659837019820032
447	715691431189483520
448	715691436352536577
449	715691451242295296
450	715564084750598144
451	715691448490852352
452	715691452794187776
453	678343931562737664
454	715677759008333825
455	715691469328113666
456	715521927410913280
457	715691460868190213
458	715691472046202880
459	715689495434174464
460	709864381014630400
461	715691456279674880
462	715691479880982528
463	715691478769532929
464	715691492707184640
465	715691492237422592
466	715690743877087232
467	715691506141519872
468	540695414157361152
469	715691509203349505
470	715691513079021568
471	715691513338966016
472	715635570303746049
473	715691515482349568
474	715691529055043585
475	715691531244408833
476	715691522079924224
477	715659837019820032
478	715494574043443200
479	715691532511232000
480	715691535887503360
481	715691534952177664
482	715633549366329344
483	715691562957676545
484	715691556204752896
485	715691573514620928
486	715685675522244608
487	715691541633703936
488	715691536357437440
489	715690459075448832
490	715691149009117184
491	715691579055276032
492	640381774758080513
493	715691589109215232
494	715691104918581249
495	715677967779631108
496	715542729397108736
497	715691603856216064
498	715691604414083073
499	715691612286771200
500	715688941056364545
501	715597535012896769
502	715691594599374848
503	715657831622422528
504	715690071685525504
505	715691625553330176
506	715691627310944256
507	715667539615989762
508	715691630032867328
509	715691450747387905
510	715691593630670848
511	715691536357437440
512	715691650425618433
513	715663964953292800
514	715691658155728896
515	715691660441571333
516	715691661209116672
517	715691641705668608
518	715691670990413824
519	715691673276256256
520	715691678795870208
521	715691612861497344
522	714959983050428417
523	715691693719298048
524	715510345771552770
525	715691691815120896
526	715691694075740164
527	715691699108843521
528	715690773048532992
529	715691706893475841
530	715690716823990274
531	715418572416110593
532	715456201224421376
533	715691368518012928
534	715679929984126977
535	715691648504741888
536	715691729442091008
537	715691746114416640
538	715690863708348416
539	715691746521255936
540	715691751336452096
541	715691766431612929
